"id";"business_id";"business_name";"business_address";"business_city";"business_state";"business_postal_code";"business_latitude";"business_longitude";"business_phone_number";"inspection_id";"inspection_date";"inspection_score";"inspection_type";"violation_id";"violation_description";"risk_category";"createdAt";"updatedAt"
373;"2766";"TAQUERIA GUADALAJARA";"4798 MISSION";"San Francisco";"CA";"94112";"37.721191";"-122.43755";"+14155552785";"2766_20171023";"10/23/2017 12:00:00 AM";"83";"Routine - Unscheduled";"2766_20171023_103105";"Improper cooling methods";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
374;"3165";"HAN IL KWAN";"1802 BALBOA St";"San Francisco";"CA";"94121";"37.776599";"-122.478292";"+14153598244";"3165_20161003";"11/27/2018 12:00:00 AM";"79";"Routine - Unscheduled";"3165_20161003_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
375;"929";"Cafe Ethiopia";"878 Valencia St";"San Francisco";"CA";"94110";"37.758832";"-122.421359";"+14155319097";"929_20180813";"08/13/2018 12:00:00 AM";"89";"Routine - Unscheduled";"929_20180813_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
376;"5877";"CLAIRE LILIENTHAL SCHOOL-MADISON CA";"3950 SACRAMENTO St";"San Francisco";"CA";"94118";"37.786808";"-122.458014";"+14155758603";"5877_20180228";"10/25/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
377;"7488";"EUROPA EXPRESS";"746-750 LA PLAYA St";"San Francisco";"CA";"94121";"37.774248";"-122.510043";"+14155751551";"7488_20180209";"07/12/2016 12:00:00 AM";"94";"Routine - Unscheduled";"7488_20180209_103161";"Low risk vermin infestation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
378;"34749";"Chatz Coffee";"215 02nd St";"San Francisco";"CA";"94105";"37.786529";"-122.397827";"+14155420827";"34749_20181016";"10/16/2018 12:00:00 AM";"90";"Routine - Unscheduled";"34749_20181016_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
379;"4884";"LUCCA RAVIOLI CO";"1100 VALENCIA St";"San Francisco";"CA";"94110";"37.755177";"-122.420995";"+14155645581";"4884_20180808";"12/11/2017 12:00:00 AM";"87";"Routine - Unscheduled";"4884_20180808_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
380;"5854";"Gateway High/Kip Schools";"1430 Scott St";"San Francisco";"CA";"94115";"37.783427";"-122.437747";"+14155743600";"5854_20161014";"12/10/2018 12:00:00 AM";"92";"Routine - Unscheduled";"5854_20161014_103150";"Improper or defective plumbing";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
381;"2397";"PLOY #2 THAI CUISINE";"1770 HAIGHT St";"San Francisco";"CA";"94117";"37.769458";"-122.451354";"+14155389224";"2397_20170301";"03/01/2017 12:00:00 AM";"74";"Routine - Unscheduled";"2397_20170301_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
382;"5898";"MONROE ELEMENTARY SCHOOL";"260 MADRID St";"San Francisco";"CA";"94112";"37.725199";"-122.430106";"+14155464736";"5898_20180202";"10/19/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
383;"33467";"California Pizza Kitchen, Inc.";"53 03rd St";"San Francisco";"CA";"94103";"37.78678";"-122.402535";"+14150345000";"33467_20180103";"03/20/2017 12:00:00 AM";"94";"Routine - Unscheduled";"33467_20180103_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
384;"62308";"Sam's Diner";"1220 Market Street";"San Francisco";"CA";"94102";"37.778497";"-122.415146";"+14155628590";"62308_20171026";"10/26/2017 12:00:00 AM";"86";"Routine - Unscheduled";"62308_20171026_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
385;"36911";"Royal Market & Bakery";"5331 Geary Blvd";"San Francisco";"CA";"94121";"37.780383";"-122.47673";"+14155225550";"36911_20170919";"09/19/2017 12:00:00 AM";"87";"Routine - Unscheduled";"36911_20170919_103132";"Improper thawing methods";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
386;"4804";"SUBWAY #31419";"2599 SAN BRUNO Ave";"San Francisco";"CA";"94134";"37.728933";"-122.40413";"+14150540880";"4804_20161206";"12/06/2016 12:00:00 AM";"86";"Routine - Unscheduled";"4804_20161206_103150";"Improper or defective plumbing";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
387;"69172";"Victoria Pastry Co.";"700 Filbert St";"San Francisco";"CA";"94133";"37.8012";"-122.411191";"+14155981655";"69172_20180824";"11/20/2017 12:00:00 AM";"96";"Routine - Unscheduled";"69172_20180824_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
388;"741";"MOZZARELLA DI BUFALA PIZZERIA II";"069 WEST PORTAL Ave";"San Francisco";"CA";"94127";"37.740052";"-122.466544";"+14155668900";"741_20160610";"06/10/2016 12:00:00 AM";"83";"Routine - Unscheduled";"741_20160610_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
389;"1596";"BURGERMEISTER";"86 Carl St";"San Francisco";"CA";"94117";"37.765848";"-122.449664";"+14155564433";"1596_20171201";"12/01/2017 12:00:00 AM";"96";"Routine - Unscheduled";"1596_20171201_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
390;"21982";"Chico's Grill";"3771 Mission St";"San Francisco";"CA";"94110";"37.736438";"-122.424269";"+14155970375";"21982_20160606";"11/16/2017 12:00:00 AM";"90";"Routine - Unscheduled";"21982_20160606_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
391;"39862";"Trader Joe's #236";"265 Winston Dr";"San Francisco";"CA";"94132";"37.726891";"-122.475673";"+14155661835";"39862_20160707";"07/07/2016 12:00:00 AM";"90";"Routine - Unscheduled";"39862_20160707_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
392;"5301";"Tacos San Buena";"2598 Harrison St";"San Francisco";"CA";"94110";"37.749851";"-122.415121";"+14155550404";"5301_20190304";"11/17/2017 12:00:00 AM";"81";"Routine - Unscheduled";"5301_20190304_103156";"Permit license or inspection report not posted";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
393;"5835";"Rosa Parks Elementary School";"1501 O'Farrell St";"San Francisco";"CA";"94115";"37.783604";"-122.430141";"+14155745519";"5835_20171006";"10/06/2017 12:00:00 AM";"96";"Routine - Unscheduled";"5835_20171006_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
394;"5889";"O'CONNELL HIGH SCHOOL";"2355 FOLSOM St";"San Francisco";"CA";"94110";"37.75962";"-122.414674";"+14155695370";"5889_20181207";"12/07/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
395;"5817";"LAKESHORE ELEMENTARY SCHOOL";"220 MIDDLEFIELD Dr";"San Francisco";"CA";"94132";"37.730637";"-122.4861";"+14155752825";"5817_20171003";"10/03/2017 12:00:00 AM";"94";"Routine - Unscheduled";"5817_20171003_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
396;"3877";"BALBOA CAFE";"3199 FILLMORE St";"San Francisco";"CA";"94123";"37.798835";"-122.435894";"+14155923944";"3877_20180104";"01/04/2018 12:00:00 AM";"79";"Routine - Unscheduled";"3877_20180104_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
397;"5823";"WEBSTER ELEMENTARY SCHOOL";"465 MISSOURI St";"San Francisco";"CA";"94107";"37.760474";"-122.396296";"+14155695787";"5823_20180202";"11/14/2018 12:00:00 AM";"93";"Routine - Unscheduled";"5823_20180202_103107";"Improper reheating of food";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
398;"3611";"ABSINTHE BRASSERIE & BAR";"398 HAYES St";"San Francisco";"CA";"94102";"37.77694";"-122.422962";"+14155551590";"3611_20160628";"06/28/2016 12:00:00 AM";"90";"Routine - Unscheduled";"3611_20160628_103139";"Improper food storage";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
399;"7214";"SUN FAT SEAFOOD";"2687 MISSION St";"San Francisco";"CA";"94110";"37.754094";"-122.418586";"+14155289339";"7214_20171127";"12/28/2016 12:00:00 AM";"87";"Routine - Unscheduled";"7214_20171127_103161";"Low risk vermin infestation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
400;"5999";"The Salvation Army";"1156 Valencia St";"San Francisco";"CA";"94110";"37.754397";"-122.420915";"+14155640260";"5999_20180724";"11/28/2017 12:00:00 AM";"90";"Routine - Unscheduled";"5999_20180724_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
401;"3715";"WE BE SUSHI";"538 Valencia St";"San Francisco";"CA";"94110";"37.764272";"-122.421898";"+14155520129";"3715_20160919";"09/19/2017 12:00:00 AM";"79";"Routine - Unscheduled";"3715_20160919_103148";"No thermometers or uncalibrated thermometers";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
402;"29948";"Cafe Venue";"67 05th St";"San Francisco";"CA";"94103";"37.783074";"-122.406922";"+14155541144";"29948_20160617";"06/17/2016 12:00:00 AM";"87";"Routine - Unscheduled";"29948_20160617_103147";"Inadequate ventilation or lighting";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
403;"3727";"ACE WASABI'S ROCK N ROLL SUSHI";"3339 STEINER St";"San Francisco";"CA";"94123";"37.800215";"-122.437834";"+14155564903";"3727_20160713";"07/13/2016 12:00:00 AM";"84";"Routine - Unscheduled";"3727_20160713_103131";"Moderate risk vermin infestation";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
404;"1595";"Zazie";"941 COLE St";"San Francisco";"CA";"94117";"37.765343";"-122.449914";"+14155565332";"1595_20181126";"12/14/2017 12:00:00 AM";"90";"Routine - Unscheduled";"1595_20181126_103139";"Improper food storage";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
405;"2305";"TIA MARGARITA INC";"300 19th Ave";"San Francisco";"CA";"94121";"37.782124";"-122.478425";"+14155759274";"2305_20171102";"11/02/2017 12:00:00 AM";"88";"Routine - Unscheduled";"2305_20171102_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
406;"5821";"MOSCONE ELEMENTARY SCHOOL";"2576 HARRISON St";"San Francisco";"CA";"94110";"37.756231";"-122.412293";"+14155695736";"5821_20160919";"10/11/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
407;"62552";"Hotel Nikko SF - Banquet Prep/Service Room";"222 Mason St, 3rd Floor";"San Francisco";"CA";"94102";"37.785648";"-122.409497";"+14155391111";"62552_20161031";"10/31/2016 12:00:00 AM";"96";"Routine - Unscheduled";"62552_20161031_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
408;"3868";"BARNEY'S";"4138 24th St";"San Francisco";"CA";"94114";"37.751268";"-122.434992";"+14155287770";"3868_20170711";"07/11/2017 12:00:00 AM";"87";"Routine - Unscheduled";"3868_20170711_103105";"Improper cooling methods";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
409;"62051";"Parada 22";"1805 HAIGHT St";"San Francisco";"CA";"94117";"37.769303";"-122.451961";"+14155904077";"62051_20190509";"07/20/2016 12:00:00 AM";"88";"Routine - Unscheduled";"62051_20190509_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
410;"62277";"Tacos San Buena";"16th & Shotwell St";"San Francisco";"CA";"94102";"37.779847";"-122.418985";"+14155556127";"62277_20180221";"02/21/2018 12:00:00 AM";"87";"Routine - Unscheduled";"62277_20180221_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
411;"642";"ANDERSEN BAKERY";"1737 Post St 304";"San Francisco";"CA";"94115";"37.785457";"-122.430317";"+14155565712";"642_20180426";"06/17/2016 12:00:00 AM";"96";"Routine - Unscheduled";"642_20180426_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
412;"71380";"Curry Up Now";"659 Valencia St";"San Francisco";"CA";"94110";"37.762265";"-122.421586";"+14155827000";"71380_20161018";"10/19/2017 12:00:00 AM";"88";"Routine - Unscheduled";"71380_20161018_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
413;"4906";"NEW STAR MARKET";"269 14th St";"San Francisco";"CA";"94103";"37.768274";"-122.419299";"+14155860723";"4906_20170905";"09/05/2017 12:00:00 AM";"94";"Routine - Unscheduled";"4906_20170905_103139";"Improper food storage";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
414;"2980";"PUERTO ALEGRE";"546 Valencia St";"San Francisco";"CA";"94110";"37.764148";"-122.421855";"+14155258201";"2980_20161024";"10/24/2016 12:00:00 AM";"89";"Routine - Unscheduled";"2980_20161024_103109";"Unclean or unsanitary food contact surfaces";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
415;"253";"Ann's Donut Coffee Shop";"4488 Mission St";"San Francisco";"CA";"94112";"37.725949";"-122.433906";"+14155331761";"253_20160622";"12/08/2016 12:00:00 AM";"94";"Routine - Unscheduled";"253_20160622_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
416;"744";"Cafe Bellini";"865 MARKET St C45";"San Francisco";"CA";"94103";"37.784317";"-122.407563";"+14155341075";"744_20170201";"06/24/2016 12:00:00 AM";"96";"Routine - Unscheduled";"744_20170201_103145";"Improper storage of equipment utensils or linens";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
417;"4850";"COOL GUYS";"845 Holloway Ave";"San Francisco";"CA";"94112";"37.721794";"-122.461991";"+14155451404";"4850_20170826";"12/17/2016 12:00:00 AM";"98";"Routine - Unscheduled";"4850_20170826_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
418;"5837";"MCKINLEY ELEMENTARY SCHOOL";"1025 14th St";"San Francisco";"CA";"94114";"37.767231";"-122.436377";"+14155246300";"5837_20171031";"11/02/2016 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
419;"36840";"Four Barrel Coffee";"375 Valencia St";"San Francisco";"CA";"94103";"37.766994";"-122.422035";"+14155996594";"36840_20180614";"12/07/2017 12:00:00 AM";"82";"Routine - Unscheduled";"36840_20180614_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
420;"2716";"RED A BAKERY";"634 CLEMENT St";"San Francisco";"CA";"94118";"37.782888";"-122.466101";"+14155668881";"2716_20180917";"10/27/2016 12:00:00 AM";"78";"Routine - Unscheduled";"2716_20180917_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
421;"5891";"FILIPINO ED. CTR ELEMENTARY SCHOOL";"824 HARRISON St";"San Francisco";"CA";"94103";"37.780295";"-122.400308";"+14155297966";"5891_20180209";"10/15/2018 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
422;"10372";"BERNAL HEIGHTS NEIGBORHOOD CENTER";"515 CORTLAND AVE";"San Francisco";"CA";"";"37.73911";"-122.416404";"+14155202142";"10372_20171024";"10/24/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
423;"35882";"Peet's Coffee and Tea";"555 09th St Ste B5";"San Francisco";"CA";"94103";"37.774722";"-122.406761";"+14155693115";"35882_20180518";"08/28/2017 12:00:00 AM";"96";"Routine - Unscheduled";"35882_20180518_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
424;"5850";"Zaida T. Rodriguez (ZTR) Child Development Center";"2950  Mission St";"San Francisco";"CA";"94110";"37.749837";"-122.418255";"+14155695844";"5850_20181016";"10/16/2018 12:00:00 AM";"96";"Routine - Unscheduled";"5850_20181016_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
425;"5907";"LILIENTHAL ELEMENTARY SCHOOL";"3630 DIVISADERO St";"San Francisco";"CA";"94118";"37.803537";"-122.443547";"+14155743516";"5907_20171207";"12/07/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
426;"5150";"Kentucky Fried Chicken";"200 Duboce St";"San Francisco";"CA";"94103";"37.769758";"-122.424782";"+14155431613";"5150_20160708";"07/08/2016 12:00:00 AM";"80";"Routine - Unscheduled";"5150_20160708_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
427;"2369";"CLOONEY'S";"1401 Valencia St";"San Francisco";"CA";"94110";"37.750374";"-122.420456";"+14155824988";"2369_20170809";"08/09/2017 12:00:00 AM";"86";"Routine - Unscheduled";"2369_20170809_103132";"Improper thawing methods";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
428;"61816";"Bullitt";"2209 Polk St";"San Francisco";"CA";"94109";"37.797114";"-122.422034";"+14155995053";"61816_20160728";"07/28/2016 12:00:00 AM";"82";"Routine - Unscheduled";"61816_20160728_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
429;"5533";"Leaping Lemur Cart";"1  zoo rd";"San Francisco";"CA";"94132";"37.721453";"-122.48629";"+14155757182";"5533_20170815";"08/15/2017 12:00:00 AM";"92";"Routine - Unscheduled";"5533_20170815_103125";"Noncompliance with shell fish tags or display";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
430;"71286";"21 Taste House";"1109 Ocean Ave";"San Francisco";"CA";"94112";"37.723461";"-122.454226";"+14155932233";"71286_20190410";"08/31/2016 12:00:00 AM";"79";"Routine - Unscheduled";"71286_20190410_103133";"Foods not protected from contamination";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
431;"6348";"Castro Street Chevron";"2399 Market St";"San Francisco";"CA";"94114";"37.762857";"-122.434755";"+14155622570";"6348_20180828";"11/08/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
432;"3869";"SAFEWAY #739";"3350 MISSION St";"San Francisco";"CA";"94110";"37.742998";"-122.421638";"+14155822866";"3869_20170619";"07/11/2016 12:00:00 AM";"80";"Routine - Unscheduled";"3869_20170619_103139";"Improper food storage";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
433;"4479";"Courtney's Produce II";"101 CASTRO St";"San Francisco";"CA";"94114";"37.767194";"-122.435576";"+14155621850";"4479_20170105";"04/12/2019 12:00:00 AM";"92";"Routine - Unscheduled";"4479_20170105_103141";"Improper food labeling or menu misrepresentation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
434;"3948";"Mel's Drive-In";"833 MISSION St";"San Francisco";"CA";"94103";"37.78355";"-122.405356";"+14155220793";"3948_20190315";"10/05/2016 12:00:00 AM";"85";"Routine - Unscheduled";"3948_20190315_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
435;"4957";"Safeway Stores Inc #711";"15 MARINA BL";"San Francisco";"CA";"94123";"37.805073";"-122.433106";"+14155564946";"4957_20160714";"07/14/2016 12:00:00 AM";"94";"Routine - Unscheduled";"4957_20160714_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
436;"9155";"STARBUCKS";"350 RHODE ISLAND";"San Francisco";"CA";"94103";"37.765427";"-122.402645";"+14155240256";"9155_20190416";"10/06/2016 12:00:00 AM";"98";"Routine - Unscheduled";"9155_20190416_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
437;"2483";"CAFE UNION";"1830 UNION St";"San Francisco";"CA";"94123";"37.797878";"-122.429504";"+14155674119";"2483_20180110";"09/07/2016 12:00:00 AM";"94";"Routine - Unscheduled";"2483_20180110_103142";"Unclean nonfood contact surfaces";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
438;"68696";"Xiao Long Bao";"625 Clement St";"San Francisco";"CA";"";"37.783079";"-122.466017";"+14155663998";"68696_20180731";"08/10/2017 12:00:00 AM";"83";"Routine - Unscheduled";"68696_20180731_103102";"Unclean hands or improper use of gloves";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
439;"1249";"KABABAYAN FAST FOOD";"2706 MISSION St";"San Francisco";"CA";"94110";"37.753691";"-122.418657";"+14155929635";"1249_20160926";"10/02/2017 12:00:00 AM";"78";"Routine - Unscheduled";"1249_20160926_103103";"High risk food holding temperature";"High Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
440;"7095";"ABE'S MARKET";"378 FILLMORE St";"San Francisco";"CA";"94117";"37.772822";"-122.430498";"+14155862576";"7095_20171211";"12/11/2017 12:00:00 AM";"92";"Routine - Unscheduled";"7095_20171211_103119";"Inadequate and inaccessible handwashing facilities";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
441;"37651";"Jack In The Box #545";"400 Geary St";"San Francisco";"CA";"94102";"37.787168";"-122.410124";"+14155670868";"37651_20161114";"11/14/2016 12:00:00 AM";"87";"Routine - Unscheduled";"37651_20161114_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
442;"5786";"UNION STREET INN";"2229 UNION St";"San Francisco";"CA";"94123";"37.796977";"-122.435968";"+14155340424";"5786_20171003";"10/03/2017 12:00:00 AM";"94";"Routine - Unscheduled";"5786_20171003_103161";"Low risk vermin infestation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
443;"2555";"EXTREME PIZZA";"1980 UNION St";"San Francisco";"CA";"94123";"37.797578";"-122.431883";"+14155928234";"2555_20171017";"10/17/2017 12:00:00 AM";"94";"Routine - Unscheduled";"2555_20171017_103144";"Unapproved or unmaintained equipment or utensils";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
444;"63618";"Contraband Coffee LLC";"1415 Larkin St";"San Francisco";"CA";"94109";"37.790933";"-122.41914";"+14155221520";"63618_20180201";"09/28/2016 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
445;"4859";"7-ELEVEN STORE 2230-23342E";"3080 SAN JOSE Ave";"San Francisco";"CA";"94112";"37.709683";"-122.457571";"+14150999200";"4859_20170308";"07/29/2016 12:00:00 AM";"90";"Routine - Unscheduled";"4859_20170308_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
446;"5053";"JAVA TRADING CO";"100 5th St";"San Francisco";"CA";"94103";"37.782659";"-122.406555";"+14155249723";"5053_20170130";"06/09/2016 12:00:00 AM";"92";"Routine - Unscheduled";"5053_20170130_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
447;"7493";"MR. PICKLE'S SANDWICH SHOP";"3380 20th St";"San Francisco";"CA";"94110";"37.758817";"-122.416522";"+14150928956";"7493_20170517";"12/12/2018 12:00:00 AM";"85";"Routine - Unscheduled";"7493_20170517_103161";"Low risk vermin infestation";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
448;"5874";"HARTE ELEMENTARY SCHOOL";"1035 GILMAN Ave";"San Francisco";"CA";"94124";"37.718746";"-122.389105";"+14155331520";"5874_20190226";"10/25/2018 12:00:00 AM";"96";"Routine - Unscheduled";"5874_20190226_103124";"Inadequately cleaned or sanitized food contact surfaces";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
449;"64484";"Twirl and Dip";"335 Martin Luther King Jr Dr";"San Francisco";"CA";"94118";"37.777122";"-122.419639";"+14155540358";"64484_20180614";"10/27/2017 12:00:00 AM";"94";"Routine - Unscheduled";"64484_20180614_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
450;"21583";"Cafe Royale";"800 Post St";"San Francisco";"CA";"94109";"37.787448";"-122.415243";"+14159444099";"21583_20160818";"10/03/2017 12:00:00 AM";"100";"Routine - Unscheduled";"";"";"";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
451;"5025";"PIZZA HUT";"3349 MISSION St";"San Francisco";"CA";"94110";"37.743313";"-122.421363";"+14155472600";"5025_20160804";"10/03/2017 12:00:00 AM";"92";"Routine - Unscheduled";"5025_20160804_103120";"Moderate risk food holding temperature";"Moderate Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
452;"7636";"LEE'S FOOD MARKET";"1397 Revere Ave";"San Francisco";"CA";"94124";"37.729455";"-122.386364";"+14155822818";"7636_20161019";"10/19/2016 12:00:00 AM";"81";"Routine - Unscheduled";"7636_20161019_103154";"Unclean or degraded floors walls or ceilings";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
453;"903";"Sabra Restaurant";"419 Grant Ave";"San Francisco";"CA";"94108";"37.790874";"-122.405634";"+14155983656";"903_20190205";"12/11/2017 12:00:00 AM";"90";"Routine - Unscheduled";"903_20190205_103149";"Wiping cloths not clean or properly stored or inadequate sanitizer";"Low Risk";"2019-05-20 10:21:11.406";"2019-05-20 10:21:11.406"
